edgeID	source	target	Weight
784	8792368	7236828769517008193	1
785	8792368	478475809871	1
786	8792368	7596272323199656276	1
787	8792144	2129690746452074391636	1
788	8792202	6911817	1
789	8791993	121413839418388394873939278	1
790	8791993	7236828769517008193	1
791	8791993	478475809871	1
792	8791993	521516289502072804238679	1
793	8792004	521258254549769236081730	1
794	8792191	121413839418388394873939278	1
795	8792191	31371684177600855	1
796	8792191	478628110676	1
797	8792191	521516289502072804238679	1
798	8792191	7596272323199656276	1
799	8792638	1871218978856325309783	1
800	8792631	6382923	1
801	8794091	2129690746452074391636	1
802	8794144	549589403741468145774159	1
803	8794160	8037777159904226965291495551555	1
804	8794160	1279346004	1
805	8794649	2129690746452074391636	1
806	8794323	6382923	1
807	8794313	121413839418388394873939278	1
808	8794168	1871512308989334675778	1
809	8794171	521516289502072804238679	1
810	8794603	2129690746452074391636	2
811	8794693	6382923	1
812	8794206	6911817	1
813	8793200	549589403741468145774159	1
814	8793215	6911817	1
815	8793199	1279346004	2
816	8793080	478475809871	1
817	8793080	7236828769517008193	1
818	8793080	521516289502072804238679	1
819	8793018	6911817	1
820	8793018	2129690746452074391636	1
821	8792815	6382923	1
822	8793170	478475809871	1
823	8793170	1871218978856325309783	1
824	8792877	34175061530764124808914995918177552985923	1
825	8792883	1279346004	1
826	8792899	1634301256	1
827	8792899	521258254549769236081730	1
828	8795048	121413839418388394873939278	1
829	8795215	6382923	1
830	8795153	478475809871	1
831	8795125	435426582861	1
832	8795119	9063411663228256898954514755396	1
833	8794981	6911817	1
834	8794981	31371684177600855	1
835	8794991	478475809871	1
836	8795002	478475809871	1
837	8795243	1279346004	2
838	8795336	2129690746452074391636	1
839	8793761	1767991375	1
840	8793723	1634301256	1
841	8793715	6911817	1
842	8793738	6911817	1
843	8793738	1279346004	3
844	8793786	6911817	1
845	8793493	7596272323199656276	1
846	8793507	6911817	1
847	8793507	2129690746452074391636	2
848	8793578	6911817	1
849	8793631	1279346004	2
850	8793417	2129690746452074391636	1
851	8793340	1279346004	1
852	8793332	121413839418388394873939278	1
853	8793332	7596272323199656276	3
854	8793519	6061970878510754128	1
855	8793596	6911817	1
856	8793596	521516289502072804238679	3
857	8793615	521258254549769236081730	1
858	8793688	521258254549769236081730	1
859	8793462	8750038109912330062	1
860	8793462	1279346004	4
861	8793833	6911817	2
862	8792296	121413839418388394873939278	1
863	8792296	7236828769517008193	1
864	8791931	7305790108288971841	1
865	8791931	1365864021	1
866	8791946	521258254549769236081730	1
867	8791946	1279346004	3
868	8792463	507348819546675442704714	1
869	8792453	1279346004	2
870	8792457	121413839418388394873939278	1
871	8792014	6911817	1
872	8792014	521516289502072804238679	1
873	8792029	478475809871	1
874	8792029	7236828769517008193	1
875	8792029	521516289502072804238679	1
876	8792412	121413839418388394873939278	2
877	8792412	521258254549769236081730	1
878	8792239	2036159982737939589204	1
879	8792170	478475809871	1
880	8792170	7236828769517008193	1
881	8792170	521516289502072804238679	1
882	8792263	2129690746452074391636	1
883	8792263	6382923	1
884	8791957	2129690746452074391636	1
885	8791957	418430412884	1
886	8791968	452924106574	1
887	8792617	521258254549769236081730	1
888	8792713	121413839418388394873939278	1
889	8792687	1767991375	1
890	8794427	111486470089035	1
891	8794593	6911817	1
