id	label	nodeType
4367767538009376183430607542019467331055484840800020920514393171284	Telford (Lincoln University)	topic2
8745240384761166602600914510152	Hannah McLean	topic2
11052384620227711619238326714008511319537238418886781271	William Hunter Reynolds	topic2
1797364772102176007508	Te Wairoa	topic2
593979746761326768654544414561824584	Hollyford River	topic2
15507111554442151828682866957217107130195497921834826	John Rimmer (composer)	topic2
1976140225541868358606472106627924	TSB Bank Arena	topic2
174248798783062251918265802421721307801211837802688092791927891	St Michael's Church School	topic2
2417923107689095744339390542336745900334014797	Mary Greig Campbell	topic2
573360645825914694737127666341168265217917023554	Business New Zealand	topic2
9333569503207490675591292035370352274388142790559755335	Glyphipterix cionophora	topic2
579205186046619510217525231439920528848048317261	McGuinness Institute	topic2
8749148100293958645660402117734418992162883	Cheryl Henshilwood	topic2
161386674430656021999241569495322318431443174234696463325558098	Rugby union in New Zealand	topic2
7882431092739133106594862467713409410494651439498195549390857915317601509486548396142338547127448234713890599431749	English cricket team in New Zealand in 1962–63	topic2
140714225458526479392337748	Toni Street	topic2
2977331683601627267089858191611478776143208367377588071836270197567300	Dominion Building, Wellington	topic2
73244308090293353520872510118834991380805785501504895356339479463962043719	George Mallaby (public servant)	topic2
33542168380708399754417170753	Air National	topic2
3138979890280965630872968580151747799260546801184658804010973992678479	Otago Mounted Rifles Regiment	topic2
37575763284847145434292398741273333909187829605295431	Geology of New Zealand	topic2
2220617488435220609355	Kylie Bax	topic2
66602536210262588755650676225103627491753772816237206085658691	Charles Knight (filmmaker)	topic2
18724081575199044190019889702006878139322435549961135669439872258322127480899	Cheviot (New Zealand electorate)	topic2
2239690022757479276316904946625190657092510021	Ealing, New Zealand	topic2
9350713511132644432	Pākehā	topic2
573128240028427761482185023627223376	Patrick O'Regan	topic2
50082696393994489503311194	Zeno (film)	topic2
762384577145477847407952905219769734966190668312977915605825	Asia Pacific United Party	topic2
2461710298322060398871447713503550596581709029381187592516	Databank Systems Limited	topic2
41309916940232573462553247195782287737640326407481682	Rialto Cinema, Dunedin	topic2
37570299858584388232756684880	Phil Heatley	topic2
45414400642012785582236095004473171570656386678041126947146064200	Hans Peter Christian Hansen	topic2
2573769378429528692649064957925575797767299395	Carposina ignobilis	topic2
762334299275418295390952638295118262208944940223749606503748	Dunedin Northern Cemetery	topic2
31086778799028308980841934666	Joel Hayward	topic2
240208243151391215325758505939263826	Rangiora A.F.C.	topic2
10960719294330546134666107775202207596662288589572236615	George Frederick Naylor	topic2
630366071473711164890686098274149709	Meridian Energy	topic2
133479577587402559239316804	Dean Goffin	topic2
60563458578566614269722890080562739933689180086608	Patrick Dunn (bishop)	topic2
2172357996009572277861735522055809438151632199	Gellonia dejectaria	topic2
2057271106902881472346748473336139	Katrina Devine	topic2
7526466524440183876	DD Smash	topic2
35403900030569047084534690371	Craig Parker	topic2
15461329777407801956802656312409051549358936417703295074374457929929023662457183774080366853414051601835762311979341	Magnum Photo Supplies Ltd v Viko New Zealand Ltd	topic2
505974210498737873061505515058390344	Heliothela atra	topic2
2172787783262677370879525929096777493132570689	Apoctena pictoriana	topic2
35403951809485363195787961680	Pearse River	topic2
9714808051019430655772115512447359677608169004298433872	Pupu Hydro Power Scheme	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479841519921	1909 New Zealand rugby league season	topic2
177462528900680377951645477730767506618692374432701093447098701	Mangaonoho railway station	topic2
8038067269916043261513162449234	Rangi Mawhete	topic2
593979113586830088110568376980763201	Arthur Faulkner	topic2
544943224342023569498436	Dail Jones	topic2
260167118274589633454174109649850907865093920581664284893517	Mads Christensen (pastor)	topic2
619056090951141343436115577967575102383820005709	Manurewa East School	topic2
2118597409960898131746209078014534	Franklin South	topic2
2708046095342501792056295756186362740733526213056244127634407701115969	Attorney-General v Rutherford	topic2
152058815170899732741909284163788104020	Tangarakau River	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479774869809	1975 New Zealand rugby league season	topic2
8591114540743679173665680027201	Andrew Niccol	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479690918193	1960 New Zealand rugby league season	topic2
8590188498974867117181881120329	Ivar Campbell	topic2
526616615453433514897151723615128337033240642767839247739464668937640694497691258859593431603582840440914187163482416462	New Zealand Labour Party leadership election, 1954	topic2
578399506058026252696563213223029075	Sister Mary Leo	topic2
15311518589778799199988370558417717087995844090049925242279015700136083121200587484052911679683679446350	New Zealand national under-17 football team	topic2
49946756521205798045850511119775427870528849153050970870815534747459453852520555034730824	Hadfield railway station, New Zealand	topic2
76313355055624331369493302282673540418173293653842	Royal Titles Act 1974	topic2
34174957624059588201757782357985030592072	HVDC Inter-Island	topic2
129508243990288101683689148521852860752	Pyrgotis zygiana	topic2
2239690022757479276316904946625210396946557015	Whitby, New Zealand	topic2
2239895423434443531311181929474374	Field v Fitton	topic2
2305860727177483857121689148990479631418675174273202331403351806510608136050702510734363721804034848022278423076898971492109610835	South African cricket team in New Zealand in 1994–95	topic2
2977331683601627267089858191610788886206469635034187298656493330527315	St Mary's College, Wellington	topic2
762127022113125580533607652584463926247083269504751246963488874124395360532044996942	Napier Railway Station, New Zealand	topic2
20585357210462212476987275733131200259140603606006945828053520579066470714033305289580872	Hamilton City Libraries (New Zealand)	topic2
3306421923045347815524402874347676304904699449039498101960561819825650265642515542946323197779	Southern Cross Auckland Surgical Centre	topic2
1016274064316102442526252941202365807869638228182651856204	Leonard Isitt (minister)	topic2
545201542607979078771011	Caleb Ross	topic2
9063411663228251854348106426441	Ihuraua River	topic2
34163093164498164539919454494411210711373	Maycenvale United	topic2
9063411663228256898954514755396	Douglas River	topic2
60574877078032344601410194798261434263610735223120	Patrick Power (tenor)	topic2
516701210112341118219185368338968536724822183242090489703866976481644744890501773583428358471034480557335844396729065808	Pakistani cricket team in New Zealand in 1992–93	topic2
2707619096444793102782027647601682967489102609680375903917001132502866	Roller Derby Team New Zealand	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479791647025	1976 New Zealand rugby league season	topic2
724671685872831967819033607660415260917168306794960905398356	The Windy City Strugglers	topic2
134712023510126420835398988	Luke Romano	topic2
630416696994750085934537380840470838011085176357895361949511	Government of New Zealand	topic2
507127026553706123718477	Mount Dick	topic2
2977058680198363199401103044577493226415500198802534812444644418498344486181168456	Hebron Christian College, Auckland	topic2
2462565222635742523181786643908089210961706757513672548684	Languages of New Zealand	topic2
8271747828106357926037524082241	Andrew Brough	topic2
11741317869531709548617854075892151397089510985805024166102926702575306585109062	Frontbench team of David Cunliffe	topic2
31081942892396520988310729281	Aroha Island	topic2
203983847863781418479450531762854983749561802195297728575484764791228166726	Francis Hart Vicesimus Guinness	topic2
17032629545030949377923190881211265794851419103776491077611842625	All I Ask (Rosita Vai song)	topic2
1364487570491920069715844995704654	Ngongotaha AFC	topic2
7957689539142774867	Spreydon	topic2
8490873726463305285441126168213687563871565	Merophyas paraloxa	topic2
39612943422779646092889940730887919526210	Bar-tailed godwit	topic2
547166833758985532265786809310603331	Charlie Tumahai	topic2
3837295493130587114415665703825781231791681863772605146392653714471814063403423880204319523214492490800888159424428337	1976 New Zealand rugby union tour of South Africa	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479791581489	1966 New Zealand rugby league season	topic2
14060029981398878830468126207542102582481021939497249297074195468965596949565736411638754371	Closed schools in the Northland Region	topic2
39284531010767831298618232188702153862214	Fleming v Beevers	topic2
9064585186190956135149528771655	Glenorchy Air	topic2
540221432639852343159117	Mike River	topic2
609678254751107242678269087138865485	Marie Te Hapuku	topic2
34503166358222088725618551634139852793159	George Leslie Lee	topic2
4793364883250955312645091763713760803666543500790050731376606865779368708237396	Thorndon (New Zealand electorate)	topic2
505750237826827799018373264492488013	Melanie Rodriga	topic2
13925707487894808020293773198994961531675860656824964946282108302484199277306496726701728078	National Bank of New Zealand Ltd v Ram	topic2
153388001978031737169373459114212160833	Auckland Pirates	topic2
39604895647002594293073771222339534479696	Papakura District	topic2
2461879015985475316148612683097418	Jean Emily Hay	topic2
556122346412707232522096183577531145538438000205	Mnesarchaea loxoscia	topic2
4793364883250955312645091763713760803666543500790050731376607368509153255918789	Ōhāriu (New Zealand electorate)	topic2
7718983374827912535637290480199	Grant Kereama	topic2
72358216616845308900355495749974040389567053789916603435161190497505988520340952911825032867760149077715647928414359206192462	New Zealand Music Award for Best Urban/Hip Hop Album	topic2
8838982420614217086027837210755271035609421	Mark de Clive-Lowe	topic2
35403951809485374147988646721	Akitio River	topic2
9528385400147805061649563666308815101977669	Edith Mary Statham	topic2
593979746761326970844218029775610199	Waikakaho River	topic2
33142147389979218244976165275914281836867	Carposina iophaea	topic2
9063411663228257461917419397463	Waikoau River	topic2
12156321470877032625038915064384360108269970261300346590123018252114	Royal New Zealand Navy plans	topic2
2036986209396098400615806144900941	Motuihe Island	topic2
23089247739093231231722341778930344342062393243651558403833554254	New Zealand State Highway 8	topic2
4359118947065092596246444976831519130511016617727418064827493283144	Huntley School (New Zealand)	topic2
655355381193696255377199073702920127078967738633559948685130	John Alexander McCullough	topic2
1113849890672458290795560413482446067995447944886916388205837130890145129111831502702959623983044294156526078625354749301693983846218	Joint Accreditation System of Australia and New Zealand	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479774474290	2015 New Zealand rugby league season	topic2
8748789151396403423112909947754672495817793	Athol, New Zealand	topic2
8749572093682114771937366795586	Bevan Congdon	topic2
38940297366462561969283645009704715122503	Gwendoline Taylor	topic2
9225890112516140904445559009859	Cranmer Court	topic2
2551123586826261577965151323941236378629074762	John o'Groats River	topic2
9334297336776910989270793233121668719053531711665435715	Ctenoplusia albostriata	topic2
39604895647002594293074705427891849622086	Franklin District	topic2
349306224577232416896543599148495431	Green Island FC	topic2
36462099038159243589455357982451304155003654306555213	Metrosideros umbellata	topic2
286082674004916340028611385625718226868584712114642539315351336683577399	7 Days (New Zealand TV series)	topic2
2199087025065340950289750462195010	Benji Marshall	topic2
630629742791467210185988043151925587	Sarah Dougherty	topic2
636669660431792095161347725737562731752674258639221712052555	Kaimai hydro power scheme	topic2
23127411332359346020084452737868755132114339338400941521664960836	Disputes Tribunals Act 1988	topic2
5274799483989376382937282841786121580179751961565806044798024704620289077030321281697148746	Joe Williams (Cook Islands politician)	topic2
256884654668738603666270735246178665383052962760561088779129551621482839352782933504563577462886383248142198094	New Zealand national under-19 rugby union team	topic2
1975901911474403096177591282983245	Maria Wodzicka	topic2
2036986209396098400619156134262098	Ruapuke Island	topic2
9965311847669232583385964663094018547674954	John Holland Baker	topic2
10576637095487473057742295498445443461116730820141820350613479704149	UFO sightings in New Zealand	topic2
43168975856903156651152216181178684717141851310746704	Platyptilia charadrias	topic2
10576637095487473057742295498434840790537931748037310947966191690050	Baptist Union of New Zealand	topic2
619056090951141342481673493252486162832747033922	Burnside High School	topic2
142344439678099103261367228013989076181090098572359	Glaucocharis selenaea	topic2
10895893515386700642433873427572215713903219939085443507372100970822	File:Flag of New Zealand.svg	topic2
537045991512425057556452626645608787	Sione's Wedding	topic2
2239690022757479276316904946643769868661766193	1873 in New Zealand	topic2
31640990249808461	Mr. Pip	topic2
37890613053060670516470376780	Libertarianz	topic2
121371688395648521145906753	Avon United	topic2
32327216708235512560200413002	Josiah Firth	topic2
314402549504600547727184465036516187359309387558756445183856333823438360220269371722	James Shaw (New Zealand politician)	topic2
3970589250640310639319783706541264168864486791893377357	Mark Cohen (journalist)	topic2
259338386979060780907878748486388024872971685809762307490649896415449942178388808838712311381644901947584152704012543156550	Fair Trade Association of Australia and New Zealand	topic2
8035590161983047106144267888724	Thomas Buddle	topic2
49946756521205798045850511120214848622574286621627479828774750650963267376560649439376721	Queen's Personal Flag for New Zealand	topic2
526784047948803627348320517669544269	Maxim Institute	topic2
5920988957317625987825670634360113891826433419640810183611085448526	New Zealand State Highway 98	topic2
435426582861	Marae	topic2
7956977380453509373037695561549	Moutoa Island	topic2
8590188612495846704787331705156	Dick Frizzell	topic2
2261905011492648779380029721250028470999277911	Wairau Hydro Scheme	topic2
37565426340480052569613561674	Jodie Dorday	topic2
2199088281110620958225913260110407	Grant Bramwell	topic2
45441587866200530730807878089772420385607975191733582	Nelson Railway Society	topic2
2173315224830900816056917672140524744930910547	Sabatinca passalota	topic2
37575763284847145434292398741273333907506676275570002	Regions of New Zealand	topic2
2262519897861700774741656681799996645565752654	New Zealand Gazette	topic2
2178094055989174032281082918824020	Thomas Renwick	topic2
2117248348025140341520085353262930	Rotorua Branch	topic2
8833524777895591909246552897774167358128961	ACG Norton College	topic2
460125379413054189166932	Takangaroa	topic2
41726364795204994228364970746173641146093922775659324298761298771	Scott Group Ltd v McFarlane	topic2
10579071129909511982889067001602358233897212157164192324568805564740	Dale v Trustbank Waikato Ltd	topic2
129895207585723697953792845	McLean Park	topic2
154706623621103883957325037273046152530	Ruapehu District	topic2
9063411663228254649341023772995	Carrick River	topic2
9965326511040084598505104189466276374209879	Western Hutt River	topic2
658885829303834246157241974992544008917666329424	Pseudocoremia suavis	topic2
14098297913619327605666271012530801635149	Module (musician)	topic2
34161133751186044061763333965	Mount Tasman	topic2
161401451240486811367402854462974603638066844888389	Emily Patricia Gibson	topic2
573291450082185632754493710068312397	Michael Seresin	topic2
693150488689867034312199077785425726074757506631519108589873642454870340	District Courts of New Zealand	topic2
34178091770022376281610152258	Bill Ralston	topic2
153434692403080200614861607120553472579	Cracroft Caverns	topic2
2320233385786433483253358216700247	Waiatoto River	topic2
2707619096444793102782027647579581946180814309764416834875714618879821	Mount Wellington, New Zealand	topic2
20604685484333501495848761100633124854779700023050662391569207788000772848914975644872530	Robert Scott (New Zealand politician)	topic2
2320233385786432974058519821118530	Blairich River	topic2
2320233385786433264835296268285268	Turnbull River	topic2
314137960988734607369508733826745028029090594867776764731497246018101005362926871880	Heretaunga (New Zealand electorate)	topic2
2239690022757479276316904946643769868762232881	1849 in New Zealand	topic2
11629135469255456245935175363006889057349018890749432949041815251284948562109776	Pentecostal Church of New Zealand	topic2
153408608907123666399744096525806236997	Eudonia minualis	topic2
138296686755802268400378192	Pahau River	topic2
195120063686919571213721524624041977354558331361645416739726670	New Zealand Woman's Weekly	topic2
10053789282704038090372438009178639179543635	Stigmella insignis	topic2
2036159946305008132432	Paul Kean	topic2
2173228120608241157153704588842644292403161412	Dicksonia squarrosa	topic2
9965325140644973661759432452354431503331143	Gottfried Lindauer	topic2
129539398171896773508176350425398862160	Pasiphila lunata	topic2
2087657187621956128709686710938069772800508665147230983051763366366176469592490512955507028187118201289103640261615170933048436055	West Indian cricket team in New Zealand in 1999–2000	topic2
177462528900680195263940811367902721254501838961063718554726219	Kopuaranga Railway Station	topic2
2036279032498488701038620916739918	Norwest United	topic2
33142147552160190928006653105830992573765	Eudonia steropaea	topic2
8747103721451839485868566517814702011412292	Douglas MacDiarmid	topic2
285706811145004946747129664642438936452063530730608149252927656729076055	Waipa (New Zealand electorate)	topic2
3969820518086017817058980220855242097115745341797461842	Robert Bruce (wrestler)	topic2
10291358616425036940381971103499128445042298672932611398	Ferrymead Heritage Park	topic2
521550706586131488248826226911833409	Amanda Crawford	topic2
1016464856053056271310066145178724029886225251110359098695	George Troup (architect)	topic2
2341143120368414379583258401859651	Chris Abrahams	topic2
1255997274741655436615126183174765816862838233016017578312	Historic Places Act 1993	topic2
8747735786564604424416345286739	Shelley Fruin	topic2
2977874316622319547254736488685813817383318577822478986837	University of Canterbury	topic2
2110513203330352505162	James Air	topic2
73133880144603624547227396608417394781593402159771380267630165315071993168	People's Movement (New Zealand)	topic2
2172353586861778471582929679548124053480502355	Stigmella aigialeia	topic2
146793563286051187053210439997064242516	Te Aro Extension	topic2
3760802793908514294631690953532798215437628846526994316079328584481888245712938966962023130446	New Zealand at the 1960 Winter Olympics	topic2
1014936470208943960314254503890760068645551832689531446599	Gelt River (New Zealand)	topic2
43174850208402298552273719896371663563623227857529163	Kiwi Regional Airlines	topic2
1425456404427058736705	AndHow.FM	topic2
8589255282323603997616572167489	Auckland rail	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479808424241	1977 New Zealand rugby league season	topic2
138296686755802182619328591	Opuha River	topic2
2462261869458496093788063728972774988664106820	Douglas Mary McKain	topic2
2462565222692790192544727919387849834859835763510400476503	Wesley College, Auckland	topic2
10579071130006351405803678574972568923468157174914291946613208608601	Young v New Bay Holdings Ltd	topic2
2037097867316075061581	Maz Quinn	topic2
526621312063770100572006221856731714	Brent Catchpole	topic2
658795413207005474690034150545421092008657903952	Pasiphila halianthes	topic2
8487462958965353524718095227059692019218511	Oxythecta austrina	topic2
2341228512536471656893298433486670	Northland Suns	topic2
122579778849057900594553165	Maurice Gee	topic2
142418745065571424314169489762766960187770897263687	Glyphipterix aerifera	topic2
35416031513648356725256708426	James Hector	topic2
2463131940442634034103492894453824243373839426026233360963	Cross v Aurora Group Ltd	topic2
562966598733726335541445286813726026	Justine Russell	topic2
8487815115890647028526223935478604976254792	Hori Kerei Taiaroa	topic2
2128686143607151616336	Pam Yates	topic2
18750577595315774260947088421070759654208171641397891114635995284495322604880	Peter Brown (New Zealand artist)	topic2
134845924685796304865845162371831396690	Ryman Healthcare	topic2
59810619491329886054260218251253890734264271481340652697591233096441673888256811265686619824063997262	New Zealand men's national ice hockey team	topic2
4793364883250955312645091763713760803666543500790050731376605927910269485018952	Hokitika (New Zealand electorate)	topic2
593979746761326712521391634992230216	Horomanga River	topic2
35730281558575735518852773196	Lucy Lawless	topic2
135953446943818037529241667	Chatham Cup	topic2
2418187855277895869069037083017531735703646287	Opunake High School	topic2
35403914198673642852567839302	Frank Corner	topic2
47246190672254579419419864001840228895660997425782981166003114987747403852115	Sisters of St Joseph of Nazareth	topic2
236665560468371320429467772774419643423794225482	James Kelly (priest)	topic2
36894630613059845850261329282212320733268	Thomas O'Driscoll	topic2
2097835914054889576613431468845140	Thomas Culling	topic2
260069034437190500491107212672443138618740966834963538403661	Mark Bright (rugby union)	topic2
526458578053902490975164619239679308	Lewis McIlvride	topic2
49963635647806059671434618425399147832394507381981183034915251534	New Zealand Socialist Party	topic2
138296686755802264406942024	Haast River	topic2
365946677828233610866716604534688834890903319573189466846564729792963899158160696654	New Zealand Bill of Rights Act 1990	topic2
573360645825914694737127666336050768623558292812	Lumsden, New Zealand	topic2
41318285846075871088171876731282730084688	Pietra Brettkelly	topic2
177446525104605960783922963911774612316242418551785448898663817540106019149	Mayor of Stratford, New Zealand	topic2
73140943653121266367265194148464367731728263867035686208749502121332533588	Timaru (New Zealand electorate)	topic2
3964595586753687344977556655823281260540513287238150228	The Sound (New Zealand)	topic2
177462773335159714389251576579923997286793148533395346667564609	Anglican Diocese of Nelson	topic2
82287928990422419684158034074917949950549150963981581791096399	Onehunga by-election, 1953	topic2
9445012149550781178360230713609824366785874	Rutherford Waddell	topic2
593979746761326713310386894106354007	Waitotara River	topic2
41304071335166373889884403825649923920033291531413588	Thomas Adolphus Bowden	topic2
2239064232500206006083	Colac Bay	topic2
9063389917158818229596876793923	Cherry Wilder	topic2
2199329042266886853569140773450831	Otakiri School	topic2
133545857590841597474859342	Nigel Brown	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479758158129	1984 New Zealand rugby league season	topic2
129824632586167487806398800	Paula Boock	topic2
839535771081561891193162727448916	Tadpole (band)	topic2
121432728887427050364563284	Tom Pollard	topic2
39436328842203076479695775258021595421008013342302539	Kahe Te Rau-o-te-rangi	topic2
8836592646630185361777896797962028446805838	North Island snipe	topic2
3969820517906042816095225983263070142447657119101378890	Jane Smith (footballer)	topic2
30142706494516194475299266900	Tasesa Lavea	topic2
505852595368523658580888389688977739	Kiwaia thyraula	topic2
8748789151396403423112909947754642364396627	Stoke, New Zealand	topic2
15501242354593772310013238624132791249289628886524240	Pat Sheahan (publican)	topic2
620142630608905966801637769850612809	Ilse von Randow	topic2
146744742855029867464454722	Brian Ashby	topic2
1576998331952938436733529425830780032387163070204723667021209230498136824854570318	New Zealand general election, 1935	topic2
593979746761326896700897790231931975	Glaisnock River	topic2
152058815170899704647379274091773587277	Mohakatino River	topic2
549738433406818333453889	Angus Tait	topic2
748392892140536970440057513527861708017370770233450722526272917645058370	Balmacewen Intermediate School	topic2
4792901969156743138327094664129242496263792571801175446268136651143920546115395	Continuous Ministry (New Zealand)	topic2
45430407398574176755621242299076481694371977224568060212201809236	Terrace End railway station	topic2
79242067321056961045423369742026768188996596952899	Constitution Act 1986	topic2
2110522296248597836367	Originair	topic2
9617999091531936610267378840130	Brendan Laney	topic2
693214056366524245555345958337690081036104459595184460621891	Chanel College, Masterton	topic2
7021803890427912523	Kaikoura	topic2
2239690022757479276316904946643769868762036273	1819 in New Zealand	topic2
152058592786488710061216825204420862285	Maoriland Worker	topic2
39616816606306174446919292155690287787863	Working with Walt	topic2
133441909261993717747966285	Matt Whelan	topic2
127397428024133212546425170	Rana Waitai	topic2
2037174133784788102994	Rod Dixon	topic2
18724081575199044190019889702006878139322435549961135669439870003206465675600	Parnell (New Zealand electorate)	topic2
57424195505747075207737887428619207385460213091172680164423803765888438691911122141275470	New Zealand NBL Best Team Free Throws	topic2
33555442750334738771657454149	Eric Tindill	topic2
146758983680735224051688779	Ken Shirley	topic2
2977743799939261490803325355895321637922169861864020382367161258098620694095099202	Burch v Willoughby Consultants Ltd	topic2
9063409269636945080027254579538	Rachel Hunter	topic2
1487954215329442282452803338359099031247998451996846073274866348396051628161459534	New Zealand general election, 1922	topic2
2707863294993289112303784353147929706643117928808241391700	Thorndon Railway Station	topic2
22892133058021174123994157856109497511747	Coastal Spirit FC	topic2
2320229371015464894049365206921040	Port of Napier	topic2
9063411663228256898941646561613	Mathias River	topic2
18633564086588377751242315161725204274378169086297942451073040258124784035150	New Zealand Liberal Party (1992)	topic2
3066222550134305981415001448766538726740149006772747832638441364763647323646224710	File:Little River Station Yard.jpg	topic2
593979746761326787174200329711608146	Racehorse River	topic2
80419318013116059486594235859646727175447192286150851771263304703893995698445244522839	Waimakariri (New Zealand electorate)	topic2
161344206085022256053590313472083259381449873122631	George Frederic Allen	topic2
170101731565368902915910255528329288055691375240526	New Plymouth District	topic2
152110536587744382618654038608604717392	Pana Hema Taylor	topic2
345689258982727770632177768317719672443607659701925941886433146753298942786057243629532591646804	Thomas Thompson (New Zealand politician)	topic2
133508244031719941923103571	Scott Dixon	topic2
32322319801626321395396914765	M. K. Joseph	topic2
3564990728576181569207886161080385693190721735754554200745998014047885756577912370422531712334	New Zealand Residents rugby league team	topic2
2172614260445027065009443361314278329870672723	Scoparia tetracycla	topic2
10053797320379497643088834441279577234109249	Asterivora tristis	topic2
521404233946573166568788	Tessa Rain	topic2
604322748519937046708293200336085332	Tasman District	topic2
537045994005248691918219223078037847	William Girling	topic2
36909084608119051461124528236022972377172	The Kids from Owl	topic2
260067695007467547465895084614849102195476181086711250837828	David Henry (businessman)	topic2
10577590996067546483972399099514931834858212404808934740	Te Horo railway station	topic2
573360645839197140313924585889220181037182445908	Timeline of Auckland	topic2
2320229366232318891758708292937034	Jeanie Collier	topic2
344799175807572982996990790571711765609476790124930091924912920218241913976779355230078965277012161748050729624234083407561837217664875662280318514505553568078	National Westminster Finance NZ Ltd v South Pacific Rent-a-Car Ltd	topic2
129895209613102296593491271	Gerry Clark	topic2
9618003927756398286322352354387	Steve Maharey	topic2
45438722197969973316123218554956383192474388976722250	James Cook Observatory	topic2
131075799710833319821079105	Arnold Wall	topic2
31396282642247696821061968210	Ralph Hotere	topic2
2129262890345571375694	NZMuseums	topic2
506014383286290350442765072971625797	Eudonia legnota	topic2
923079342238067427073200957988511995258496328	Hello Sailor (band)	topic2
20546903870051665938390639073990125543445360739908070324715143332169010989055303613721614684881280498787406879727724200222613117429794459695019812403505	1974 New Zealand rugby union tour of Ireland, Wales and England	topic2
9965326511040080868969676010340800839704908	Landsborough River	topic2
618035171180399634949153959044555004787751683993571504908371	Shore City Magicians Club	topic2
9066490839755221926912558524483	Christy Prior	topic2
161373654004990579152905484413398271053	Māori mythology	topic2
158478359283492183898973897157381297249126140965447	Grantlea Downs School	topic2
9063411663228251840054488031575	Waitaha River	topic2
474272801149468181554512	Peter Land	topic2
138277613045125872655562058	Judy Millar	topic2
14089060940447472292662658671944010917955	Chains (DLT song)	topic2
13168340860007190117428352406212143425787951694149679373014628676463442313928159911217818694	Flickinger v Crown Colony of Hong Kong	topic2
47075930909788157745329088928081710567358638269442152654711906634	James Walter Chapman-Taylor	topic2
9619395401319823861392478392538539365052243247546591054	Ngarango Otainui Island	topic2
214539327431645508834510217683997721058020344587016853998266051802746995979479808555313	1997 New Zealand rugby league season	topic2
3111075404499494966148759107980830679356749874800404191479550098616370	2015 New Zealand Winter Games	topic2
9143545367628445255870959544658	Richard Fuchs	topic2
54935598360726196827256983551012094238268837499369314390617036479059490335050	Jim Anderton's Progressive Party	topic2
34178091769800237905768964426	James Liston	topic2
38927056683750327973986523641727499266115	Christopher River	topic2
3392874418646887309234797955524124201016601549302849131192674066061054769102338353	1981 South Africa rugby union tour	topic2
39284530707243522108937696828802493669719	Waitakere Rangers	topic2
2320543756704164003636456305288524	Leave All Fair	topic2
7956977380453509388426378174802	Rakino Island	topic2
556234018234118140715383854212006250295446500677	Eudonia zophochlaena	topic2
148207617881771498749218169625375301163830905823565	Marie Elizabeth Roche	topic2
549628048576846048290122	Jetconnect	topic2
8350353421601889303739839246914	Bronwyn Turei	topic2
883544291512052327114313324948138474940378249318925869255937231112363707643054354258	Royal New Zealand Infantry Regiment	topic2
9142639787686887099792588628311	Waitomo Caves	topic2
653087638227523004052853284654315564773238071621	Eastern Hohonu River	topic2
259823736373489653840449152996034577573261269168515755827526	Falls River (New Zealand)	topic2
593979746761326786667226204242014022	Four Mile River	topic2
215103543107703463146354863887709267	Stickmen (film)	topic2
27414588973936197	Entelea	topic2
34172319875389478821098107145163804995137	Angela Bloomfield	topic2
521368010130634277216706664348085313	Alan MacDiarmid	topic2
762127022113125580533607652590783484073505391038651326508446725588422378401506226003	Society of St Pius X in New Zealand	topic2
526519106501078123407341631731496769	Awatapu College	topic2
73140943653121266367265194148464367731728263867035686208749498767147562306	Buller (New Zealand electorate)	topic2
9221184600958148649260298888261	Education Act	topic2
235866888923793140664091650693493015909757000565822614851720183049274141510358084720527907559594109396703212353	Associated Pentecostal Churches of New Zealand	topic2
129508244545475166748016907706979807297	Apoctena taipana	topic2
60574654593242419659908034851534941873769091981648	Pat Moore (cricketer)	topic2
2389580122616140416197669715981297446931135680341665215571	Stathmopoda albimaculata	topic2
2923409734923972540781474662218209796942854571224324358715227150836055	Waikowhai Intermediate School	topic2
505689391845656992982061423208197971	Sophora fulvida	topic2
573360645849694244539836751769543961543347298637	Matiu / Somes Island	topic2
32629368046209766205730155599	Olearia rani	topic2
32010435495056543374175923777	Andrew Laing	topic2
9619395400920869231178854077775616552319715896934818132	Taxation in New Zealand	topic2
286055718584968165857853882343216499644803470632145172140043785330779472	Peter Montgomery (broadcaster)	topic2
1116982238274745931616685656157902440328569030427442235276593002015809	Alastair Galbraith (musician)	topic2
1015034878897482894000897256507040394379772539654697280834	Ben Ellis (rugby league)	topic2
152058551745394220483894155259427976522	Juliet Marillier	topic2
2573772116654755587782003084204532224068187461	Eudonia manganeutis	topic2
145464537714176032232670275236994969426	Rosa Olga Sansom	topic2
36462099082501783091254899366498666513029993102406480	Pseudocoremia melinata	topic2
531691120028751955312504469446096211	Suzie Moncrieff	topic2
2340671775987624537316371374956872	Hanmer Springs	topic2
2389390041100473916295703083308697415368413524436413148231	Glyphipterix oxymachaera	topic2
10056839892167564842546378604029069399187790	Nathanael Chalmers	topic2
2239690022757479276316904946643769868678412593	1954 in New Zealand	topic2
8489494019240941593896510515952308366375240	Hypocala deflorata	topic2
2462565222635742523181786643890126150221105007216869732178	Rose Island, New Zealand	topic2
